,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,16.980468744619863,32.93304425906449,47.97977642910037,62.377161704402056,76.32866737638999,90.02380910368103,103.63563994020488,117.45133357407562,132.05382490710844,147.06050736271771,162.55295742462397,178.13712487246784,193.5003738241923,208.57221797586203,223.52239549560386,238.48872478580373,254.45898806080825,272.0254633950007,289.9163187781592,307.30106026738963,324.06690900062716,339.8380409637027,354.1504591125704,366.7513282950923
