,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,577.0696151370613,1114.9271026116342,1633.4267572892009,2145.6839316153273,2667.4972652505303,3224.9645096716363,3863.173792506186,4579.290473654225,5320.508954532231,6087.400032583974,6866.842838066629,7647.180339791152,8424.891910212365,9196.56421302164,9959.932477721919,10719.422326330157,11500.534950740312,12376.277047913161,13303.777444621082,14209.628165418395,15081.77444730614,15898.472619423732,16627.633006238204,17264.412885593843
