,MAC000002,MAC000003,MAC000004,MAC000005,MAC000006,MAC000007,MAC000008,MAC000009,MAC000010,MAC000011,MAC000012,MAC000013,MAC000014,MAC000015,MAC000016,MAC000017,MAC000018,MAC000019,MAC000020,MAC000021,MAC000022,MAC000023,MAC000024,MAC000025,MAC000026,MAC000027,MAC000028,MAC000029,MAC000030,MAC000031,MAC000032,MAC000033,MAC000034,MAC000035,MAC000036,MAC000037,MAC000038,MAC000039,MAC000040,MAC000041,MAC000042,MAC000043,MAC000044,MAC000045,MAC000046,MAC000047,MAC000048,MAC000049,MAC000050,MAC000051
2013-10-03,8.072,42.594,1.696,4.953,3.254,11.48,22.564,8.17,29.873,12.43,4.729,4.054,5.703,8.181,0.148,4.504,19.936,3.242,9.62,37.884,24.179,17.907,31.495,4.453,18.766,9.1,7.163,4.932,9.122,17.877,17.273,7.786,33.088,0.135,2.487,0.16,10.766,7.115,26.577,13.704,13.913,3.257,19.983,18.441,24.052,4.579,9.293,39.628,19.721,15.411
2013-10-04,8.707,41.367,1.639,5.146,3.117,7.522,17.472,8.054,24.409,14.289,12.284,3.53,6.907,11.833,0.147,6.946,16.192,3.18,11.274,28.144,24.126,24.128,26.444,4.784,20.567,8.451,9.366,3.384,9.533,32.193,23.45,8.453,32.142,20.509,2.093,0.0,12.871,19.423,30.931,10.101,10.609,3.559,20.729,25.49,13.398,5.842,7.193,37.347,25.464,22.04
2013-10-05,8.687,40.765,1.525,7.581,3.246,8.516,16.7,7.847,22.797,10.711,4.337,4.318,5.673,12.876,0.145,6.71,13.811,3.031,6.186,29.622,23.238,17.931,34.974,5.045,20.498,10.587,7.644,2.376,13.75,25.815,27.331,8.04,33.823,53.29,2.213,0.0,9.546,11.363,29.498,10.793,10.593,4.225,17.728,32.555,12.159,6.229,8.02,32.333,27.038,16.155
2013-10-06,8.628,41.606,1.606,3.113,2.763,9.722,18.9,7.39,24.076,13.007,1.264,3.561,7.743,17.102,0.147,8.283,15.441,2.895,6.264,25.225,24.049,12.797,45.19,4.493,18.447,8.799,7.762,2.628,9.26,13.078,28.641,7.684,31.791,45.081,2.291,0.0,8.372,7.134,33.317,10.437,10.675,9.167,14.261,21.964,18.555,5.89,5.34,39.155,20.75,16.319
2013-10-07,9.695,40.257,1.513,4.152,4.31,10.534,16.423,9.671,27.359,15.267,1.181,4.522,7.019,9.098,0.15,6.268,16.809,2.996,4.196,20.394,24.14,19.266,27.179,5.269,17.267,9.822,8.376,3.163,12.627,12.672,27.616,5.862,44.961,26.88,2.745,0.007,22.232,15.668,36.542,7.649,11.61,10.24,25.127,31.94,17.973,5.887,6.854,52.647,18.643,21.861
2013-10-08,10.365,41.006,1.719,3.96,3.454,4.725,19.529,8.83,22.956,10.203,3.686,3.495,8.261,7.413,0.151,6.731,10.692,2.883,9.97,24.518,24.269,22.22,53.387,4.794,15.886,11.085,6.989,2.072,27.813,31.18,27.659,8.983,44.963,27.144,2.431,0.0,10.584,8.691,29.642,9.062,10.073,6.735,11.161,26.067,21.638,5.93,8.65,41.655,22.827,22.639
2013-10-09,10.074,42.039,1.556,4.426,3.257,2.715,18.008,8.331,20.528,14.143,6.513,3.636,6.594,11.602,0.148,8.679,7.898,2.874,8.966,31.904,21.752,18.455,44.763,3.457,22.014,10.256,7.448,2.566,9.556,18.838,24.866,7.857,33.697,22.735,2.024,0.748,10.94,10.791,29.604,9.061,12.181,4.191,13.576,27.537,16.766,5.885,6.052,39.068,22.141,18.041
2013-10-10,11.084,26.182,1.409,3.34,2.899,3.094,17.308,7.915,15.62,13.022,8.048,3.95,9.154,12.486,0.148,6.522,9.554,2.93,7.03,31.551,23.745,20.406,42.492,3.244,18.316,9.989,5.83,2.777,9.589,19.322,26.801,6.326,33.575,25.27,1.994,0.0,10.862,9.586,29.218,12.773,9.275,9.97,15.448,25.535,14.645,5.995,6.225,43.409,24.819,14.791
2013-10-11,11.654,24.43,1.613,3.528,3.227,2.786,16.144,8.798,21.563,10.738,4.819,3.909,7.937,15.715,0.146,4.998,12.195,3.025,10.025,31.614,24.744,22.431,43.643,5.063,20.168,8.932,6.947,4.354,9.975,33.918,25.391,6.523,33.558,35.965,2.066,0.0,10.125,13.588,28.962,11.347,11.302,11.521,14.838,29.051,21.514,6.371,6.199,41.0,23.652,26.332
2013-10-12,5.909,21.235,1.485,2.347,2.842,2.797,14.672,8.188,19.117,11.858,7.007,4.478,8.717,9.864,0.794,6.344,15.054,3.752,5.864,27.202,20.259,21.804,57.572,4.139,21.542,7.872,7.058,3.527,7.149,21.905,29.008,5.705,34.72,20.377,2.346,0.066,13.83,11.857,27.99,9.758,12.162,7.782,12.867,25.016,16.509,6.386,6.328,36.044,21.183,17.218
2013-10-13,14.136,24.387,1.611,3.846,2.95,2.799,15.646,7.545,27.542,9.56,5.782,3.829,7.314,8.449,1.24,5.502,9.351,10.413,6.767,27.82,19.366,18.479,55.059,2.12,25.203,8.74,7.033,6.774,7.654,20.651,19.233,6.673,32.587,39.543,2.439,0.0,9.858,7.236,29.522,10.518,8.421,6.066,21.829,27.601,19.986,5.373,4.34,52.105,22.996,30.666
2013-10-14,10.46,45.157,1.599,3.772,3.419,2.95,15.441,7.433,24.95,13.463,7.53,3.984,7.355,12.898,0.863,5.991,13.696,7.581,10.663,21.303,19.373,16.888,66.17,0.624,10.267,10.193,6.326,3.231,14.135,21.088,21.077,8.951,32.874,22.76,2.571,0.013,20.573,12.291,30.001,9.986,13.328,4.045,20.078,29.346,22.502,6.066,4.438,38.686,18.008,13.137
2013-10-15,20.372,43.29,1.555,3.747,3.139,2.763,18.726,9.612,25.274,12.381,6.486,3.641,8.013,11.251,0.407,8.443,13.57,8.036,5.694,27.332,21.021,22.112,70.527,1.093,11.798,11.737,6.755,2.543,29.762,23.792,18.207,9.061,34.868,28.036,2.19,0.685,10.083,12.371,32.252,13.727,10.484,10.252,15.014,24.741,10.537,5.974,8.405,30.626,31.96,12.311
2013-10-16,22.108,40.939,1.641,3.119,2.939,6.759,19.621,8.226,25.138,10.994,1.298,3.602,7.08,9.215,0.333,6.877,10.35,8.035,9.204,30.243,18.761,23.735,46.159,4.986,23.064,8.316,6.829,4.402,12.555,18.935,21.624,5.45,34.171,28.39,2.262,0.02,8.579,7.669,27.909,9.673,10.924,10.737,17.72,16.671,14.579,5.102,8.746,35.813,24.619,23.07
2013-10-17,16.087,43.358,1.778,4.058,3.209,8.381,21.658,5.524,27.874,20.061,1.209,3.441,7.657,15.778,0.434,6.072,14.445,8.634,8.012,28.797,20.478,17.933,50.187,5.06,33.445,8.454,6.869,2.85,7.803,29.908,18.907,8.362,33.617,34.637,2.357,0.0,12.751,10.237,28.548,13.336,8.487,12.545,13.52,25.086,17.741,6.229,6.264,35.22,21.852,16.1
2013-10-18,16.662,41.769,1.638,3.585,3.197,7.175,18.895,8.236,24.934,12.545,1.252,3.813,7.383,11.514,0.609,6.12,13.178,7.59,7.571,34.783,21.085,20.472,50.117,5.277,20.327,7.958,8.074,2.749,9.313,17.773,21.757,9.289,34.69,29.74,2.666,0.0,10.892,12.742,29.84,11.056,12.592,12.164,13.39,25.295,16.224,6.147,6.619,42.014,29.473,29.874
2013-10-19,13.422,38.933,1.605,2.668,2.727,9.819,16.752,7.421,23.874,9.109,1.286,4.548,7.897,13.224,0.92,6.765,17.573,8.509,6.536,38.902,20.322,25.426,41.225,5.235,13.359,7.687,7.231,2.995,7.584,22.533,18.399,6.837,32.168,36.464,2.333,0.102,8.719,11.874,29.404,13.84,11.084,6.339,17.191,13.275,19.208,6.33,5.307,32.092,37.638,18.909
2013-10-20,18.601,42.413,1.625,2.733,3.069,4.25,22.784,7.808,26.938,10.333,1.402,3.279,6.169,8.254,0.704,9.656,12.513,7.37,10.29,31.192,21.752,17.202,42.154,4.241,14.533,8.368,8.209,9.435,9.611,22.588,21.329,5.36,35.394,17.286,2.627,0.0,7.229,10.836,24.681,7.617,15.59,3.243,11.077,19.982,15.867,5.991,4.307,41.505,36.507,20.59
2013-10-21,12.294,40.041,1.612,4.469,2.745,8.801,19.295,9.295,20.121,8.009,1.277,3.477,7.424,9.339,0.981,7.813,14.04,8.189,5.422,23.513,20.135,21.302,31.249,5.044,7.254,10.415,6.895,2.524,20.465,24.731,19.544,8.4,31.266,17.079,2.593,0.0,14.068,15.049,29.377,7.004,11.946,4.399,22.963,23.451,20.531,5.561,2.845,35.529,42.833,14.965
2013-10-22,11.088,42.63,1.797,4.649,3.203,7.827,17.622,8.29,22.595,12.71,1.282,3.894,8.625,13.294,0.658,9.495,11.934,8.542,8.906,25.96,22.877,16.394,53.976,5.897,8.097,11.519,6.116,5.504,28.96,26.498,17.056,9.972,30.112,21.961,2.61,0.0,9.949,13.639,36.045,12.743,8.973,3.567,13.071,12.453,10.684,6.12,3.488,35.77,24.39,15.893
2013-10-23,9.155,41.497,1.467,4.523,3.397,10.612,18.427,8.107,28.805,11.629,1.404,3.652,8.054,12.379,0.462,6.757,15.584,7.728,9.935,28.269,21.359,20.611,48.063,4.469,10.599,10.568,6.596,6.908,23.57,17.627,19.187,6.003,34.406,27.086,2.061,0.0,14.014,6.503,31.518,10.548,13.47,3.753,14.578,13.229,14.306,5.263,8.085,43.254,20.92,21.985
2013-10-24,9.258,45.066,1.706,2.319,4.192,8.529,18.746,7.629,28.082,15.237,1.26,3.698,5.95,9.097,0.444,7.013,12.504,8.381,6.875,30.787,21.044,16.726,35.831,2.268,10.528,9.594,6.348,3.793,6.89,17.874,18.866,6.937,31.881,33.959,2.335,0.05,12.635,9.64,38.573,14.554,13.108,4.094,16.933,14.3,12.09,5.199,7.302,35.883,27.313,14.139
2013-10-25,13.686,48.269,1.616,1.563,4.981,10.941,18.128,6.603,32.802,11.782,1.367,3.633,7.441,7.578,0.482,4.761,6.907,7.452,7.375,30.31,21.305,21.333,40.376,4.399,9.519,9.072,7.771,9.991,15.537,19.969,17.898,8.342,33.129,12.68,2.36,0.059,16.891,6.122,42.335,12.453,10.805,3.716,15.492,18.412,13.909,6.402,7.806,49.421,27.378,32.143
2013-10-26,11.677,41.916,1.534,1.56,4.956,9.904,18.733,7.298,21.704,12.19,1.231,4.749,8.241,20.856,0.564,7.768,6.008,8.738,10.124,32.457,21.726,25.283,36.864,2.527,7.351,7.533,7.433,2.599,24.881,19.922,18.223,7.489,30.357,27.281,2.202,0.0,13.627,15.605,34.184,8.186,13.53,4.022,15.145,20.368,19.186,5.651,5.591,37.565,40.714,18.119
2013-10-27,10.192,41.119,1.629,1.552,3.566,8.394,20.43,6.537,16.38,14.525,1.287,4.942,6.745,16.67,0.48,4.506,6.134,8.849,7.215,21.241,22.419,23.292,40.497,4.581,9.072,7.261,7.579,3.073,16.968,27.859,19.174,6.188,35.067,39.96,2.869,0.077,13.558,7.075,46.451,8.732,13.639,3.71,10.943,20.199,17.835,6.425,7.177,38.478,35.491,20.291
2013-10-28,15.18,35.237,1.72,1.566,4.159,9.787,20.958,9.929,23.667,12.659,1.425,4.762,8.215,13.081,1.203,2.641,6.025,7.51,15.72,17.342,22.321,7.775,28.989,4.935,7.152,10.929,6.483,3.248,18.052,40.479,17.607,7.822,31.662,25.227,2.434,0.0,14.713,16.986,40.349,7.724,6.941,3.525,20.477,9.387,19.804,5.664,8.258,39.976,32.863,29.364
2013-10-29,11.762,36.999,1.688,1.574,4.654,5.467,19.756,8.491,15.59,10.716,1.412,4.383,7.1,13.665,1.66,2.664,6.043,5.594,7.489,16.796,21.439,5.995,29.543,4.665,8.082,11.821,7.158,6.121,17.522,23.244,8.752,7.699,30.767,12.373,2.775,0.0,20.624,6.305,47.208,10.212,10.005,3.831,18.714,13.657,24.731,6.539,7.376,44.921,34.557,23.513
2013-10-30,10.397,16.717,1.561,1.632,3.39,9.18,22.022,8.484,20.053,14.057,1.454,3.614,6.169,11.77,1.446,2.61,6.046,3.59,7.7,17.338,8.79,8.524,36.044,1.655,7.419,9.264,8.606,3.098,19.965,16.755,15.902,6.5,30.764,19.087,2.414,0.802,17.179,2.838,50.729,17.454,12.958,3.175,15.264,12.599,29.977,3.637,5.494,47.619,17.065,17.81
2013-10-31,9.519,44.955,1.653,1.664,4.503,11.823,16.212,8.657,24.649,13.48,1.502,3.832,7.643,7.703,1.239,2.626,6.059,3.538,4.511,17.989,11.332,5.757,27.576,0.631,7.401,10.282,6.715,7.851,38.915,17.257,12.688,9.592,31.024,20.539,1.589,0.0,23.682,3.599,47.173,10.263,12.145,3.804,14.099,16.768,18.383,6.191,5.23,37.794,32.986,18.681
2013-11-01,9.384,40.821,1.62,1.657,3.227,9.067,7.736,10.127,22.794,13.343,1.549,3.552,5.973,14.95,0.366,2.7,6.239,3.434,11.4,18.494,10.144,5.557,29.32,4.313,7.314,7.641,7.259,3.509,38.25,31.829,14.085,8.279,31.698,14.442,2.652,0.004,19.401,13.784,49.219,10.212,14.145,3.541,19.626,16.587,17.5,5.741,3.867,8.765,37.175,16.467
2013-11-02,13.312,39.762,1.572,2.701,5.123,8.296,8.455,9.309,21.095,12.946,1.524,5.215,8.315,7.679,0.315,2.748,15.341,3.196,7.705,18.383,21.179,10.147,41.465,5.317,7.943,8.733,7.007,3.752,25.884,26.952,14.211,5.872,33.743,14.526,2.803,0.0,15.524,10.227,40.433,13.794,8.473,3.316,20.051,19.088,12.327,5.827,2.679,8.751,36.98,22.692
2013-11-03,16.2,40.745,1.715,3.186,4.384,7.878,11.952,7.908,22.618,11.052,1.44,4.042,7.803,8.776,0.363,2.747,17.811,4.28,10.369,18.065,22.059,5.746,36.309,5.293,7.289,9.687,6.739,3.302,14.169,25.442,15.579,6.203,31.14,20.471,2.242,0.0,11.823,6.104,33.283,11.259,11.333,3.47,18.488,7.324,15.83,5.749,2.707,8.711,35.575,16.144
2013-11-04,9.736,44.253,1.593,3.858,3.884,8.618,17.922,10.42,21.469,13.81,1.463,3.887,6.181,17.066,0.286,4.546,18.226,7.356,9.874,17.538,21.651,8.62,41.812,4.893,7.155,9.544,6.688,3.723,20.752,28.991,15.459,7.321,30.299,24.754,2.805,0.0,23.803,14.283,49.879,12.537,11.233,3.276,17.165,21.44,17.516,6.859,2.777,13.788,34.457,15.987
2013-11-05,21.503,42.189,1.549,2.516,3.88,5.116,16.907,10.101,24.991,8.532,1.512,4.266,7.255,12.746,0.593,9.839,20.592,8.236,8.442,24.932,22.291,14.555,40.672,5.257,7.87,10.877,6.56,3.081,19.251,12.081,19.163,7.094,32.005,11.997,2.217,0.0,14.943,6.106,37.853,9.66,12.258,3.361,16.177,23.691,12.667,6.355,2.793,47.068,31.073,23.664
2013-11-06,11.627,39.08,1.475,3.742,3.374,10.74,18.13,8.111,17.64,14.954,1.616,3.766,7.193,8.425,1.403,8.803,20.928,8.735,8.842,29.848,22.395,19.44,40.185,5.369,7.46,9.786,7.08,4.229,16.438,12.446,19.103,7.473,32.258,23.935,2.829,0.0,12.827,9.083,41.776,12.067,14.798,3.201,13.713,13.326,14.557,6.281,8.337,48.827,36.648,16.737
2013-11-07,11.834,2.984,1.846,3.268,4.191,11.177,19.827,9.481,18.445,13.446,4.153,4.362,6.688,9.28,1.304,7.909,11.789,8.924,15.634,29.884,21.48,18.414,43.932,4.755,7.268,13.953,5.612,5.922,12.925,12.686,12.585,7.376,29.411,25.053,2.596,0.0,15.111,8.099,39.831,8.45,11.011,3.124,16.392,15.706,12.312,4.134,6.249,43.496,34.66,19.838
2013-11-08,26.19,2.121,1.557,4.088,3.171,8.652,16.263,7.866,22.498,12.33,1.343,4.181,7.299,9.201,1.326,8.066,14.018,8.421,10.686,29.835,20.178,18.216,42.874,5.055,9.182,8.885,7.055,3.405,20.197,12.817,20.482,8.625,31.569,11.564,2.076,0.0,12.235,13.406,34.204,10.889,11.098,2.937,18.166,18.352,17.553,6.281,13.613,40.239,30.373,18.902
2013-11-09,12.202,1.705,1.415,4.917,4.229,7.854,16.744,7.9,23.005,10.016,1.197,5.069,7.025,11.597,1.469,7.466,14.675,7.818,8.472,31.806,14.498,20.319,38.089,6.449,8.011,7.428,6.702,3.752,12.745,11.903,15.016,6.229,30.113,18.072,2.341,0.681,13.813,8.842,35.075,3.251,13.898,3.039,15.288,16.02,13.364,4.615,12.316,29.005,22.222,26.587
2013-11-10,25.556,1.536,1.63,3.733,2.817,7.618,19.259,8.11,26.287,10.929,1.339,4.137,7.16,14.24,1.262,7.698,17.501,7.549,8.552,20.866,21.279,15.612,46.976,3.804,8.215,9.14,5.963,3.148,22.449,11.406,12.924,7.108,31.357,21.399,2.702,0.0,12.678,6.055,27.713,8.148,11.09,3.014,13.477,20.872,12.971,5.496,4.857,41.38,21.109,15.088
2013-11-11,28.659,1.452,1.447,4.851,2.987,9.703,16.0,11.057,24.267,16.456,1.306,4.691,6.641,11.285,1.02,6.723,15.83,6.72,10.282,18.707,21.599,24.217,40.573,5.385,7.139,12.264,6.687,2.636,21.201,11.202,19.571,6.555,30.476,34.715,2.558,0.0,21.432,10.882,31.298,9.98,11.623,3.204,23.663,20.496,15.42,6.02,4.828,47.509,37.091,16.278
2013-11-12,18.259,1.861,1.635,2.67,3.625,10.59,19.022,8.824,26.907,9.658,1.382,4.153,6.705,7.643,0.717,3.608,22.351,7.826,7.522,19.298,22.168,22.685,34.727,5.276,7.973,10.402,6.274,2.458,34.773,24.263,13.718,7.237,31.503,15.69,2.449,0.0,10.758,10.36,32.613,10.868,11.999,3.198,14.642,21.007,10.823,6.142,7.379,42.546,23.96,19.653
2013-11-13,12.27,1.496,1.633,3.932,3.442,9.673,17.049,8.862,21.745,13.722,2.426,4.234,6.128,15.416,0.859,7.916,17.674,7.79,11.444,25.589,13.564,17.307,36.776,4.594,9.426,9.916,8.356,3.893,21.215,37.808,17.579,6.608,32.286,32.733,2.584,0.0,10.855,8.133,29.181,10.595,11.882,3.304,13.654,17.979,12.468,5.609,7.341,38.839,21.867,20.162
2013-11-14,12.202,1.55,1.552,4.248,3.161,9.804,15.951,9.131,27.728,16.829,8.817,3.955,9.138,9.296,0.901,8.817,16.769,9.333,9.06,25.43,21.485,13.788,37.874,2.737,8.878,10.216,6.491,4.147,8.926,18.436,15.309,6.769,31.826,16.943,2.262,0.0,14.564,8.641,25.47,10.787,9.222,3.179,14.267,15.849,11.542,5.908,7.678,36.038,22.862,15.278
2013-11-15,13.78,35.577,1.655,3.524,2.684,10.324,17.606,6.931,27.718,17.867,10.086,3.886,7.23,11.501,0.775,6.141,10.459,8.195,7.975,27.182,18.773,21.978,31.191,5.047,9.42,8.64,6.633,2.315,8.424,35.422,14.455,8.023,30.354,11.104,2.733,0.0,13.628,13.515,34.583,8.859,11.815,3.191,18.968,32.913,14.283,4.802,7.624,43.551,20.39,26.604
2013-11-16,9.943,50.759,1.577,2.504,3.939,7.765,22.868,8.243,24.686,11.823,14.99,5.122,7.497,13.249,1.842,6.125,11.202,8.753,8.384,41.702,21.245,20.176,29.551,4.449,9.174,8.977,6.652,2.553,15.749,27.52,21.3,6.303,32.668,25.695,2.108,0.0,12.532,9.214,30.974,14.413,11.237,3.211,17.313,42.104,16.205,5.607,10.494,44.488,23.791,14.803
2013-11-17,9.094,42.253,1.661,3.723,3.061,6.802,19.914,8.48,23.264,10.769,11.288,4.333,7.628,8.917,2.385,8.411,9.914,8.116,7.776,33.311,23.116,15.468,32.108,4.66,8.398,7.506,6.114,1.882,9.724,14.819,28.187,5.564,32.984,39.586,2.164,0.005,13.62,7.724,42.202,10.827,12.047,3.155,19.259,43.441,14.454,5.683,19.569,46.799,33.143,15.917
2013-11-18,10.364,43.769,1.487,3.261,3.126,7.59,18.464,8.815,26.515,15.931,8.168,3.956,8.111,10.457,2.419,5.172,15.4,6.635,16.343,19.736,20.951,10.252,43.097,2.115,7.218,10.548,7.202,2.72,19.456,27.884,29.584,8.613,31.582,23.639,2.541,0.0,22.852,14.162,30.189,11.668,11.343,4.41,23.678,55.489,17.443,5.926,7.725,39.607,18.891,22.182
2013-11-19,11.045,43.583,1.713,3.624,3.102,11.376,20.987,10.238,20.312,11.284,6.774,3.977,5.719,13.812,1.806,8.461,17.84,7.556,10.103,25.253,21.641,15.632,35.357,4.624,7.995,11.538,7.063,4.411,20.941,25.089,25.768,8.165,45.012,24.597,2.383,0.0,13.589,9.207,33.083,12.162,11.251,8.933,14.643,42.0,12.486,6.095,12.251,42.157,20.983,31.547
2013-11-20,16.814,41.766,2.679,4.083,2.88,8.074,13.764,7.778,23.615,13.029,4.824,4.009,9.012,13.245,1.775,6.703,15.038,9.442,11.276,32.752,21.904,17.446,50.676,5.563,9.7,9.775,9.376,3.342,10.519,16.269,28.181,7.91,45.07,24.367,2.815,0.007,11.251,9.399,27.983,10.311,10.637,8.953,16.688,32.33,13.136,6.022,6.395,43.333,26.901,21.431
2013-11-21,11.73,42.014,3.681,3.433,3.141,9.087,19.464,9.765,22.99,10.468,6.266,3.63,6.766,11.334,1.818,6.101,10.698,7.278,7.274,33.739,20.808,13.837,49.851,5.977,8.426,8.687,6.531,3.073,9.092,23.45,27.083,9.494,44.48,34.068,1.881,0.0,14.422,9.694,29.325,11.167,10.928,11.449,15.676,38.233,13.917,5.593,5.053,41.145,24.086,15.341
2013-11-22,11.528,44.373,3.351,3.269,3.919,11.066,15.056,7.218,26.398,11.654,7.047,3.791,6.377,9.418,1.624,7.866,13.364,8.19,10.158,36.775,21.331,16.321,41.055,5.026,9.226,6.756,7.224,4.241,12.223,54.378,30.284,5.854,48.194,36.24,2.766,0.0,9.5,13.765,28.98,12.86,9.174,10.973,15.96,51.399,11.455,4.082,6.247,45.144,16.026,24.405
2013-11-23,11.214,43.266,1.545,4.629,3.789,7.703,18.308,8.148,22.832,16.617,4.513,5.533,6.855,12.846,0.027,32.589,12.113,7.264,7.966,39.232,22.032,19.611,55.719,4.519,9.353,9.34,6.174,4.937,8.955,36.031,31.196,9.409,44.564,51.261,2.222,0.0,12.031,11.485,30.685,12.317,14.424,11.333,18.902,68.919,14.033,6.05,9.339,42.848,28.605,16.725
