,MAC000002,MAC000003,MAC000004,MAC000005,MAC000006,MAC000007,MAC000008,MAC000009,MAC000010,MAC000011,MAC000012,MAC000013,MAC000014,MAC000015,MAC000016,MAC000017,MAC000018,MAC000019,MAC000020,MAC000021,MAC000022,MAC000023,MAC000024,MAC000025,MAC000026,MAC000027,MAC000028,MAC000029,MAC000030,MAC000031,MAC000032,MAC000033,MAC000034,MAC000035,MAC000036,MAC000037,MAC000038,MAC000039,MAC000040,MAC000041,MAC000042,MAC000043,MAC000044,MAC000045,MAC000046,MAC000047,MAC000048,MAC000049,MAC000050,MAC000051
2013-02-21,20.912,12.359,1.613,4.363,2.136,11.527,21.334,8.952,29.558,15.518,0.914,5.293,8.204,7.499,0.61,4.577,8.86,3.943,6.115,29.859,12.237,27.365,23.429,2.805,24.16,9.735,5.628,2.814,6.113,22.908,11.683,7.759,39.76,29.964,2.336,0.0,7.448,7.454,21.248,10.995,3.677,2.607,12.984,20.26,16.682,6.96,7.546,36.604,21.937,14.089
2013-02-22,24.018,12.775,1.547,4.448,2.794,8.971,18.472,8.844,28.493,19.573,0.868,5.626,5.141,6.715,0.717,4.976,8.399,3.865,8.849,33.847,11.412,9.889,20.896,5.32,19.012,8.958,4.769,3.628,5.706,18.654,11.755,7.093,38.92,36.863,2.933,0.014,7.688,14.77,21.564,6.894,3.758,2.876,12.852,14.452,7.696,7.22,4.988,45.411,26.875,22.608
2013-02-23,14.125,11.584,1.604,5.177,2.586,9.292,18.709,8.32,29.992,18.066,0.788,8.304,7.351,6.414,0.638,7.319,9.289,7.112,5.094,33.553,10.545,10.359,23.818,5.549,13.173,9.661,5.225,3.324,11.022,17.792,11.996,7.772,37.322,26.506,3.053,0.0,9.698,5.589,21.673,11.025,9.049,2.715,12.215,20.638,13.284,6.948,7.484,36.466,16.649,12.638
2013-02-24,19.751,12.7,1.714,4.668,2.392,11.722,17.583,7.649,27.679,14.46,0.929,6.747,5.396,7.288,0.656,8.044,7.265,6.731,4.636,24.448,10.946,5.497,20.848,3.753,11.953,8.401,5.564,2.642,11.444,25.708,13.909,6.225,38.199,18.05,2.6,0.0,11.869,5.258,14.02,11.438,13.861,2.924,10.954,15.885,10.538,4.427,4.625,46.61,12.014,16.632
2013-02-25,11.198,13.724,1.456,8.097,1.869,10.195,13.426,10.759,24.302,21.718,2.613,7.67,5.939,7.811,0.707,5.068,8.339,6.462,8.999,18.213,11.485,5.436,14.597,5.836,7.291,11.523,4.98,2.915,5.891,28.159,14.844,7.549,27.28,9.471,2.971,0.0,20.106,12.143,17.433,8.305,9.799,3.105,16.767,15.517,12.441,3.877,8.821,43.341,21.284,17.636
2013-02-26,11.175,13.985,1.53,3.938,2.322,9.454,14.231,9.391,27.097,21.442,0.961,5.763,4.457,7.352,0.66,4.375,8.527,7.141,4.984,20.62,10.426,9.215,11.291,3.846,7.407,10.557,5.621,3.795,11.737,18.147,12.56,7.121,28.573,18.036,3.18,0.0,6.982,7.402,60.871,8.11,9.172,2.732,10.801,17.811,10.947,2.993,7.37,35.646,22.396,13.283
2013-02-27,15.769,12.293,1.719,4.55,2.693,8.437,13.956,8.93,28.021,14.425,0.98,5.607,6.544,7.339,0.683,5.513,10.392,4.07,6.891,25.449,10.466,16.912,16.789,4.796,14.102,9.595,6.004,4.028,19.379,19.858,12.207,8.755,28.113,14.795,2.661,0.0,6.724,7.076,16.472,6.574,7.76,2.593,14.039,16.878,15.613,2.999,7.671,46.773,18.993,16.863
2013-02-28,32.628,12.13,1.614,4.427,2.243,10.821,16.238,9.716,30.324,22.042,0.97,6.849,5.035,7.281,0.735,9.229,7.962,3.349,5.376,31.7,11.053,12.816,20.078,5.54,11.143,7.419,5.242,3.98,5.83,21.28,12.197,5.929,28.815,15.923,2.688,0.0,8.06,9.009,15.346,8.986,11.64,2.708,15.031,21.345,16.464,2.971,8.276,40.556,22.233,12.185
2013-03-01,39.284,11.406,1.747,4.84,3.105,7.811,14.138,6.997,29.257,20.145,0.995,5.896,6.211,5.727,0.659,4.388,7.165,3.198,8.205,27.387,11.24,16.455,19.815,4.897,12.249,8.285,5.23,3.74,9.155,26.957,11.794,8.011,30.899,18.614,2.841,0.68,5.744,12.455,21.167,5.021,9.309,2.555,14.229,20.195,12.621,2.902,4.465,39.028,16.049,17.528
2013-03-02,26.292,12.223,1.602,4.701,2.009,9.872,18.851,8.284,30.731,16.34,0.951,7.84,7.617,5.083,0.658,5.825,9.797,3.337,4.427,27.034,10.675,16.826,14.458,5.509,11.686,8.279,4.846,3.858,14.528,17.776,13.274,6.828,27.674,27.066,3.023,0.0,5.859,8.896,15.746,8.909,10.332,2.891,13.291,14.891,9.04,3.071,4.405,38.559,18.18,21.719
2013-03-03,23.58,10.47,1.572,4.132,2.208,9.756,18.498,7.975,25.952,15.658,0.948,6.193,3.807,6.573,0.737,4.965,10.134,5.527,7.167,23.322,10.729,16.055,22.205,5.6,13.639,8.758,6.107,3.654,13.574,15.945,14.96,7.302,27.836,25.958,2.654,0.0,7.204,9.212,19.813,8.247,5.346,2.799,22.286,15.159,15.256,3.114,4.494,45.706,37.709,20.636
2013-03-04,25.447,12.931,1.543,4.203,2.459,11.388,18.344,11.457,29.615,21.163,0.831,6.458,5.557,9.2,0.665,10.464,8.917,6.063,6.47,23.805,9.814,14.012,20.498,4.242,7.323,9.343,5.088,3.41,22.307,13.962,14.332,5.556,28.287,26.649,3.174,0.0,8.302,6.799,19.978,11.704,8.365,3.137,9.937,19.382,19.043,3.008,8.591,46.061,39.092,13.054
2013-03-05,32.856,14.296,1.812,4.758,2.894,9.732,15.31,10.578,28.471,17.2,0.874,6.151,7.732,8.732,0.675,7.905,10.92,7.133,4.113,24.531,10.385,19.72,28.545,4.46,7.198,12.296,6.392,5.978,24.154,24.713,16.283,8.959,31.876,26.321,2.784,0.0,8.443,12.099,19.144,6.292,10.56,2.625,9.788,15.749,10.275,3.168,6.226,30.435,16.699,13.151
2013-03-06,16.637,11.907,1.521,2.986,2.329,6.858,12.366,9.703,32.583,19.171,0.879,5.994,5.772,6.728,0.708,7.239,10.351,7.399,4.34,26.015,10.474,14.326,8.83,4.48,15.782,7.878,5.223,2.71,22.034,21.576,12.942,8.347,28.787,23.004,2.958,0.0,8.876,5.611,20.526,5.466,10.998,2.48,10.237,16.108,8.4,6.082,4.902,34.346,16.642,19.483
2013-03-07,27.718,11.965,1.618,3.63,2.259,12.625,19.895,8.129,22.933,22.526,0.869,6.407,6.044,6.612,0.671,5.173,12.488,6.852,6.613,31.734,11.219,12.368,22.023,2.471,17.685,8.245,4.733,5.921,22.591,23.243,7.425,6.333,27.783,23.435,2.667,0.143,7.176,7.553,16.534,6.184,8.346,2.8,11.043,15.678,11.497,6.913,4.892,36.253,14.469,14.578
2013-03-08,18.876,14.019,1.659,5.62,2.412,10.769,15.682,8.422,32.264,17.068,0.862,6.234,4.528,6.194,0.698,8.094,10.493,7.408,11.933,21.725,10.368,20.013,22.598,5.539,17.85,7.85,4.708,3.172,13.219,22.474,6.035,7.257,26.87,17.732,2.902,0.0,6.243,12.48,21.879,7.187,9.018,2.776,14.439,18.026,13.019,7.025,3.594,38.829,24.632,13.096
2013-03-09,10.858,13.076,1.65,4.356,2.622,6.954,18.523,8.207,21.987,19.105,0.849,7.585,6.024,6.497,0.785,2.974,8.986,6.842,8.505,26.466,9.983,18.235,13.361,5.737,14.537,7.842,5.253,2.506,11.653,24.765,7.765,6.61,29.25,32.657,2.532,0.0,8.98,9.069,19.155,8.774,9.831,2.561,13.041,22.049,11.993,6.247,3.008,41.277,24.921,18.121
2013-03-10,19.191,13.238,1.452,4.066,2.78,3.824,17.362,7.395,22.806,16.296,0.918,6.51,4.132,4.936,0.684,2.292,5.855,7.041,5.709,23.345,11.057,12.182,17.931,4.262,14.367,9.392,4.191,2.908,6.304,18.534,19.485,7.301,28.033,19.953,2.457,0.0,6.369,12.211,22.19,5.673,10.656,2.808,15.308,16.612,13.923,6.66,2.953,25.868,22.735,12.117
2013-03-11,13.658,10.829,1.746,4.73,2.285,10.484,15.753,10.342,23.374,16.81,0.928,5.901,6.352,12.126,0.665,2.257,6.388,5.882,6.598,23.762,9.249,13.762,18.701,3.369,8.937,11.163,3.709,2.58,14.574,39.059,18.99,8.834,30.941,16.976,3.052,0.0,29.618,3.818,18.129,8.608,10.521,3.351,10.949,17.761,19.379,7.18,2.9,35.44,22.185,12.208
2013-03-12,16.135,13.142,1.719,5.238,2.24,9.885,17.796,10.413,25.569,16.164,0.942,6.537,5.926,5.101,0.738,2.237,6.666,7.018,4.969,25.81,10.345,15.72,22.75,4.565,7.753,10.914,3.811,2.983,19.893,35.063,17.399,5.837,29.015,31.895,2.949,0.0,18.234,5.852,22.193,7.728,8.467,2.753,20.828,34.438,13.914,6.665,4.825,34.021,16.522,13.857
2013-03-13,12.956,11.969,7.354,4.827,2.546,11.086,13.906,7.562,24.004,25.17,0.884,5.944,6.581,5.102,0.617,2.286,9.214,7.065,6.729,25.127,10.04,16.194,23.465,3.918,11.27,11.164,5.694,6.092,12.707,25.072,14.679,5.741,29.154,25.277,2.998,0.0,10.022,7.367,16.429,5.547,11.186,2.521,11.004,29.908,8.503,6.728,6.374,36.702,24.088,16.723
2013-03-14,12.286,12.289,4.384,4.916,2.198,12.218,20.068,8.889,34.748,15.826,0.889,5.928,5.787,5.038,0.643,2.125,7.997,6.229,6.647,27.618,10.696,14.108,18.988,3.54,19.698,8.879,4.568,2.794,6.207,13.32,7.96,9.08,28.375,20.421,2.408,0.0,9.829,6.781,20.01,4.822,7.691,2.673,10.006,19.021,12.716,7.236,5.354,43.934,23.361,13.435
2013-03-15,13.165,12.252,1.849,4.691,2.377,7.324,12.77,9.497,26.114,14.424,0.975,6.015,6.643,5.77,0.76,2.149,8.423,6.558,9.659,30.405,11.075,21.611,16.178,3.757,14.414,7.08,4.503,3.386,5.545,19.257,8.006,6.609,28.569,17.285,2.68,0.0,12.115,11.509,19.791,7.004,9.916,2.501,15.802,16.884,8.911,7.583,7.142,40.699,16.89,21.619
2013-03-16,12.652,14.177,1.858,5.03,2.432,9.353,21.668,8.264,30.412,23.689,1.042,8.332,5.634,7.781,0.9,4.581,9.17,6.546,5.714,30.832,10.166,16.284,18.46,5.862,10.877,8.111,4.855,3.363,6.789,19.253,6.165,7.995,27.391,15.359,2.844,0.992,7.895,9.487,17.41,4.494,11.105,2.332,10.485,17.848,9.665,7.027,6.022,35.978,20.033,21.866
2013-03-17,17.383,13.689,1.61,11.291,2.749,8.303,17.61,8.166,24.083,14.004,1.08,6.634,4.435,7.289,0.568,5.009,11.788,6.423,4.715,17.624,9.925,15.512,15.39,3.999,9.119,7.779,3.684,2.799,5.43,10.672,7.895,6.243,26.665,14.287,2.479,0.0,7.17,5.133,20.123,6.831,8.835,2.235,12.683,16.645,10.475,5.715,6.795,56.591,16.186,11.685
2013-03-18,13.295,15.918,1.522,4.311,2.19,10.497,20.669,10.511,27.447,16.694,1.125,6.477,4.085,9.667,0.621,5.287,6.996,6.745,5.537,17.564,9.843,8.938,9.149,3.619,7.282,10.214,3.602,3.109,10.662,31.197,6.201,6.578,12.135,18.824,3.064,0.0,14.396,11.18,17.281,5.34,7.204,2.654,11.099,18.719,12.203,6.265,11.192,29.659,23.1,11.597
2013-03-19,12.519,14.365,1.728,4.016,2.41,27.603,18.814,11.849,22.07,19.76,1.118,5.676,4.613,6.985,0.515,5.134,8.541,6.268,4.103,20.963,9.993,13.131,11.164,3.337,7.351,11.657,3.704,5.517,22.954,35.012,7.593,8.56,15.7,20.145,2.682,0.0,5.027,8.829,18.426,7.805,8.064,2.726,12.834,17.23,8.091,6.652,12.928,35.195,16.473,18.015
2013-03-20,14.014,10.861,1.862,5.526,2.583,11.2,19.647,10.05,27.266,13.125,1.052,6.16,5.221,12.15,0.611,7.593,6.541,6.761,6.91,24.297,9.811,14.811,16.42,4.897,8.317,8.566,4.6,2.541,11.055,15.75,8.825,8.497,13.881,41.342,2.475,0.0,8.78,5.213,17.986,10.488,9.236,2.714,13.847,21.218,11.057,6.654,8.378,37.882,22.413,12.674
2013-03-21,10.727,8.285,1.812,4.122,2.325,11.885,23.159,7.348,30.674,23.452,0.977,6.078,7.038,9.643,0.524,5.55,6.883,6.548,7.044,30.976,9.498,16.315,18.396,2.196,7.449,8.421,3.631,2.874,5.719,19.912,13.669,7.004,14.503,24.908,2.792,0.0,6.372,6.891,18.115,10.586,8.108,2.245,12.533,19.045,11.96,6.107,10.98,44.591,15.552,15.023
2013-03-22,13.524,7.542,1.538,5.415,2.612,7.988,16.9,8.982,25.547,13.809,0.868,5.835,4.678,9.461,0.517,4.161,6.949,8.317,6.784,29.817,10.139,17.469,10.271,4.624,7.374,7.553,3.742,2.474,5.233,26.202,18.981,8.212,13.688,19.647,2.758,0.0,8.321,10.844,18.016,4.314,9.142,2.441,17.655,18.643,11.9,6.592,6.728,28.322,16.171,21.541
2013-03-23,25.599,10.597,1.59,5.165,2.303,8.141,24.492,7.801,26.194,20.992,0.915,7.134,6.969,8.143,0.569,7.527,11.755,3.76,5.521,27.179,9.563,22.346,18.699,4.656,11.665,8.582,4.577,2.89,10.032,13.682,12.53,6.578,16.061,24.105,2.899,0.0,6.369,7.761,17.788,5.937,5.692,2.678,14.134,19.518,10.457,6.963,6.252,41.804,19.064,12.193
2013-03-24,16.021,7.585,1.895,4.043,2.431,10.475,19.761,8.196,24.137,14.773,0.861,7.662,5.867,9.405,0.506,4.786,7.218,3.479,5.608,23.717,10.222,14.334,19.899,5.893,16.353,7.793,5.69,4.288,5.202,23.802,14.384,7.03,13.839,19.623,2.477,0.0,6.368,5.075,18.393,6.478,6.744,2.521,12.196,17.189,11.144,6.714,8.118,37.254,16.694,12.18
2013-03-25,5.781,8.005,1.597,4.642,2.766,10.032,22.506,10.915,33.336,15.004,0.976,6.345,4.185,21.614,0.557,7.444,4.955,4.558,7.071,17.209,9.612,21.34,9.834,5.75,7.698,9.586,4.263,3.437,13.796,23.16,12.583,5.957,14.012,19.391,3.002,0.0,12.477,13.001,17.577,6.568,8.703,2.729,22.812,18.033,14.464,5.962,10.591,32.358,20.184,11.39
2013-03-26,4.985,12.963,1.613,4.229,2.587,10.672,20.436,10.881,30.838,18.108,0.893,6.192,2.122,11.285,0.605,7.004,5.504,7.163,6.265,20.606,10.105,19.739,11.124,4.977,10.958,10.297,4.627,2.819,20.936,36.31,13.078,9.101,13.007,20.311,2.761,0.0,9.382,8.771,21.037,11.157,6.681,2.347,11.815,12.515,11.237,5.396,10.508,30.358,17.063,12.702
2013-03-27,5.097,16.446,1.671,4.9,2.438,22.168,19.368,7.565,27.534,16.435,1.014,5.676,2.259,7.032,0.551,4.284,9.064,6.817,6.439,22.996,9.795,11.319,20.051,5.602,18.606,8.736,5.205,5.341,9.859,15.219,8.09,6.798,12.187,32.079,2.5,0.756,7.575,7.64,17.946,5.254,5.423,2.336,11.583,17.359,11.679,4.894,7.53,24.091,11.793,24.472
2013-03-28,4.929,11.126,1.532,4.391,2.227,7.749,17.432,9.131,33.729,18.993,0.933,5.907,4.156,6.83,0.603,7.456,9.411,6.149,4.365,27.171,7.65,11.517,20.232,4.802,14.935,8.1,4.564,3.235,6.828,20.912,5.584,5.167,10.941,12.793,2.25,0.0,7.01,6.905,19.368,5.419,4.919,2.939,8.528,15.998,11.545,6.494,6.034,33.409,13.919,11.891
2013-03-29,4.841,13.071,1.746,4.361,2.838,9.357,18.657,8.315,27.437,15.247,0.99,6.615,5.183,7.335,0.549,4.055,8.876,6.484,5.349,20.22,5.537,16.597,12.357,6.34,13.251,7.888,4.797,5.711,9.778,23.054,6.858,5.748,11.902,19.598,3.126,0.0,6.578,11.095,18.852,5.179,5.816,3.093,10.899,12.466,11.948,6.842,8.634,34.992,18.846,20.455
2013-03-30,4.931,12.627,1.502,3.552,2.54,11.568,19.993,10.253,31.515,14.741,0.914,8.066,6.785,8.449,0.608,7.371,6.922,7.064,4.325,20.173,5.286,15.686,9.039,3.807,11.195,8.068,5.141,3.157,6.674,13.075,5.991,5.288,11.344,15.246,2.925,0.0,9.038,13.408,17.011,5.365,5.738,2.884,8.55,18.518,8.125,6.462,5.552,31.005,18.764,11.438
2013-03-31,4.933,13.935,1.729,5.611,2.53,8.297,22.915,7.595,36.59,10.568,0.924,6.824,5.31,7.414,0.712,5.093,7.295,6.76,4.524,17.951,5.769,13.341,9.283,4.08,10.858,8.832,5.541,2.399,6.331,12.669,5.795,5.633,11.928,13.941,2.453,0.0,6.451,5.015,18.448,5.929,8.556,2.625,9.998,14.725,8.909,6.794,6.494,34.571,13.209,15.788
2013-04-01,4.95,14.473,1.665,3.939,2.915,11.619,23.815,9.339,27.487,19.796,3.892,6.32,5.847,10.809,0.683,6.125,6.015,5.587,5.192,15.672,4.214,11.66,9.722,2.969,8.024,11.767,5.803,2.393,10.215,28.369,4.875,7.912,11.826,11.548,2.82,0.0,7.804,10.364,18.709,3.842,6.745,2.659,11.436,16.169,11.773,5.986,3.401,33.466,13.578,13.791
2013-04-02,12.014,14.468,1.8,5.737,2.509,10.484,16.998,10.256,30.428,13.324,5.177,6.179,6.182,7.735,0.781,4.434,6.121,7.17,5.022,17.618,4.387,14.543,9.4,5.425,8.196,13.799,5.016,2.792,14.499,14.388,4.918,5.737,5.924,17.977,2.857,0.0,7.783,11.881,17.751,6.104,7.49,2.65,7.782,14.498,10.026,6.574,8.744,32.71,8.069,15.282
2013-04-03,11.421,13.248,1.775,4.844,2.596,20.307,19.096,8.771,24.654,14.49,6.432,6.283,6.445,11.816,0.707,4.98,8.57,7.717,4.98,24.693,5.659,14.251,9.419,4.341,9.98,11.303,7.436,2.97,10.97,14.791,7.021,7.762,5.739,15.499,2.857,0.0,7.127,5.614,18.112,5.41,7.725,2.654,6.683,14.497,10.7,6.334,8.011,33.197,7.387,16.24
2013-04-04,16.502,11.087,1.576,4.848,2.131,14.128,19.402,8.007,27.651,18.539,4.203,6.995,5.707,7.289,0.785,5.498,10.072,6.587,4.876,20.27,6.444,10.893,6.769,2.985,19.571,8.609,4.812,4.454,6.921,21.069,8.152,7.99,5.318,9.443,3.011,0.805,8.235,6.624,16.943,5.678,6.079,2.648,7.722,16.904,10.073,5.928,8.542,35.981,13.309,13.134
2013-04-05,14.555,12.424,1.73,5.13,2.788,9.634,16.475,8.813,25.861,12.84,6.956,7.191,4.781,7.814,0.795,4.502,8.188,6.804,4.627,23.139,5.434,15.484,11.295,4.605,15.21,8.032,4.632,3.0,5.566,18.351,5.282,5.78,5.56,11.895,2.677,0.0,7.388,6.413,21.228,6.088,5.032,2.86,7.489,17.416,9.306,6.009,5.843,26.84,17.493,16.948
2013-04-06,16.679,12.185,2.051,5.188,2.64,8.979,21.816,7.758,33.45,12.416,5.05,8.937,6.424,7.64,0.736,6.821,8.232,6.594,7.479,20.108,5.586,17.556,8.503,3.828,14.839,8.124,5.141,2.986,8.577,15.782,4.368,7.127,6.307,11.813,3.078,0.0,6.863,12.875,17.905,5.366,8.753,2.796,9.064,17.135,9.592,5.189,9.639,31.767,17.884,14.278
2013-04-07,13.424,12.975,1.59,3.195,3.341,8.688,24.793,8.013,25.784,15.397,4.309,6.734,5.539,18.855,0.774,4.885,10.48,6.085,5.03,18.673,5.977,8.204,11.439,4.329,11.83,8.025,5.71,2.937,5.705,19.644,3.363,4.312,8.436,16.061,2.751,0.0,6.225,6.085,17.7,4.581,7.936,2.514,14.303,14.614,9.912,6.385,8.881,34.339,21.636,16.852
2013-04-08,14.138,12.96,1.804,5.902,2.844,12.839,19.712,10.059,25.496,19.056,8.891,6.06,5.996,11.222,0.698,8.006,7.334,5.498,7.359,18.793,5.245,6.227,10.848,5.409,12.167,12.098,5.701,2.211,8.14,23.976,4.145,9.771,6.491,13.019,3.249,0.0,13.315,7.373,18.159,4.681,6.806,3.213,16.232,16.957,16.223,6.14,12.751,37.103,34.831,15.971
2013-04-09,13.627,13.789,1.626,5.722,3.917,10.679,8.795,11.482,31.649,14.255,4.488,6.019,5.78,9.241,0.721,6.08,6.755,3.808,5.152,31.667,6.122,6.217,7.922,2.135,9.468,10.243,5.233,6.809,14.443,32.989,10.442,5.882,6.935,19.535,2.718,0.0,8.489,11.336,20.373,7.302,7.859,3.004,15.981,12.901,9.754,6.103,8.83,51.181,25.074,14.814
2013-04-10,13.934,14.026,1.663,6.04,4.864,31.897,7.013,8.692,31.499,23.137,4.666,6.651,7.118,12.517,0.599,5.279,7.943,2.989,5.248,21.756,7.028,5.772,7.733,3.964,7.251,11.8,5.46,1.964,12.894,8.679,11.214,6.956,6.26,20.009,3.006,0.0,8.294,7.049,19.096,7.32,8.429,3.003,13.905,19.25,14.123,4.333,5.321,43.403,18.882,23.849
2013-04-11,13.214,12.692,1.889,4.898,2.361,12.578,6.763,9.783,33.855,14.137,5.914,6.248,6.992,7.631,0.618,5.571,8.24,2.89,5.627,22.911,6.504,12.368,17.308,5.259,7.266,14.151,5.0,4.876,18.533,7.018,12.202,7.149,5.781,30.443,2.77,0.0,7.093,10.776,19.943,5.261,10.972,2.241,12.285,20.441,11.362,3.435,8.101,33.885,18.299,13.78
2013-04-12,12.563,13.359,1.647,4.859,2.963,8.575,10.43,7.38,22.967,16.823,5.285,5.899,3.499,7.306,0.562,5.122,9.342,3.002,5.02,22.066,5.448,15.219,10.028,4.668,15.253,7.611,5.05,3.105,9.581,6.379,4.695,6.619,5.999,33.256,2.803,0.0,6.491,9.009,19.652,5.467,6.924,2.356,10.46,18.124,8.099,4.697,4.038,38.01,14.102,22.395
2013-04-13,25.958,13.546,1.727,5.451,2.544,9.372,25.138,8.23,28.305,10.761,5.963,6.946,6.128,11.182,0.557,4.022,11.186,2.898,8.479,26.551,4.809,19.189,21.736,4.8,18.895,6.546,5.115,3.334,6.735,20.336,3.162,7.764,7.732,17.428,2.828,0.434,6.709,10.12,16.706,5.092,7.657,2.635,12.312,18.952,7.763,6.635,3.303,40.748,24.644,14.377
2013-04-14,12.631,13.264,1.698,6.766,2.329,10.132,26.848,9.528,31.613,16.833,4.792,6.115,4.375,11.58,0.701,6.091,8.828,2.923,8.017,21.857,5.915,12.373,7.715,4.665,12.974,5.993,5.962,2.704,5.36,30.396,6.392,5.296,5.66,15.828,2.742,0.0,8.957,9.166,20.275,5.497,11.738,2.723,10.88,18.485,12.031,6.978,3.246,35.371,30.238,18.424
2013-04-15,13.937,13.134,1.675,6.114,2.566,9.377,20.954,11.521,27.236,10.423,4.639,6.659,6.916,13.854,0.592,5.964,6.339,5.107,9.559,17.062,4.493,16.801,2.512,4.802,7.092,4.635,5.063,3.77,12.686,17.348,12.442,8.101,5.158,13.603,2.961,0.0,11.918,8.549,20.917,4.69,8.508,2.686,18.075,17.599,16.625,6.29,3.28,32.263,44.837,14.445
2013-04-16,10.94,12.908,1.553,4.273,2.19,9.577,17.961,10.459,32.813,17.425,7.626,9.046,6.344,6.894,0.647,7.672,5.892,6.886,6.043,19.309,4.814,13.845,2.53,4.808,9.777,4.678,4.75,2.62,18.264,21.144,6.693,7.38,11.105,14.293,2.417,0.0,11.394,9.047,22.834,6.259,7.788,2.866,10.067,16.345,10.773,6.313,12.661,40.751,25.891,18.452
2013-04-17,9.049,12.31,1.684,5.769,2.777,13.021,15.213,8.468,25.323,13.427,5.352,5.498,5.008,6.737,0.621,5.524,8.965,6.33,7.057,23.401,5.966,19.65,2.473,4.699,22.012,5.698,8.106,2.437,9.327,23.678,6.078,7.802,11.476,22.597,3.108,0.0,6.17,5.598,23.169,5.338,6.082,2.46,12.062,18.672,11.029,5.505,4.829,42.474,21.553,14.445
2013-04-18,10.346,12.447,1.797,4.5,2.305,36.989,20.071,8.211,31.388,15.835,4.789,8.663,6.489,7.157,0.657,4.707,8.416,6.275,5.775,28.655,5.053,19.571,2.446,4.412,13.392,5.212,6.236,3.842,6.332,16.774,20.571,6.186,15.581,17.161,2.357,0.0,7.345,7.129,18.593,4.967,10.297,2.367,10.211,21.664,10.579,2.982,6.184,33.142,28.713,12.708
2013-04-19,10.303,13.116,1.645,6.062,2.587,10.001,16.215,7.764,22.84,17.591,4.91,8.957,6.206,7.136,0.558,3.906,12.712,7.099,5.233,27.547,6.251,15.173,2.461,4.556,15.712,4.689,4.963,3.249,5.527,10.449,9.527,7.935,8.072,13.737,2.741,0.0,5.847,11.548,20.123,4.67,12.027,2.648,11.969,24.653,9.757,3.357,4.57,31.776,28.204,13.867
2013-04-20,17.925,11.629,1.729,6.118,2.184,9.367,26.511,4.679,25.198,13.451,4.747,8.373,7.325,13.224,0.537,7.001,10.689,5.725,7.638,25.592,3.947,17.746,2.48,4.709,10.284,5.952,4.962,5.123,12.171,19.69,5.551,6.28,7.961,16.219,2.914,0.782,6.385,9.199,18.01,6.675,3.814,2.366,11.851,21.836,8.794,6.673,9.097,30.879,26.435,17.558
2013-04-21,13.58,14.229,1.553,5.394,2.31,8.247,16.993,4.673,30.815,16.059,6.363,8.169,5.941,12.696,0.648,4.772,10.224,6.031,5.142,20.71,5.447,13.495,2.516,5.211,13.897,6.295,5.697,3.862,6.029,16.955,7.958,8.587,9.03,11.235,2.253,0.0,9.56,6.111,18.501,6.006,3.025,2.429,13.317,16.077,12.437,5.789,6.032,41.043,32.106,12.76
2013-04-22,8.969,12.979,1.775,5.784,2.665,7.625,16.187,4.747,39.308,16.093,7.402,7.869,5.33,21.335,0.593,6.593,16.149,5.808,5.779,16.694,4.415,13.686,2.481,4.912,10.644,7.105,4.954,3.665,10.458,34.205,5.698,6.637,11.467,10.542,3.123,0.0,14.449,11.797,17.852,4.457,3.011,2.738,18.3,17.28,13.926,5.985,9.009,35.779,25.541,21.822
2013-04-23,8.225,13.29,2.373,5.336,2.409,9.168,19.616,7.72,23.69,13.714,5.895,8.925,5.285,9.27,0.684,5.747,11.245,6.78,5.367,20.173,4.518,20.975,2.535,4.912,7.598,10.256,4.587,5.733,8.84,17.907,6.575,7.862,5.412,10.469,2.969,0.004,6.167,8.468,16.181,5.496,3.147,2.468,8.418,17.834,11.324,6.836,5.307,31.214,13.244,12.402
2013-04-24,8.686,15.246,3.6,5.215,3.263,10.573,22.356,10.016,18.641,15.849,5.224,8.362,4.552,10.755,0.937,5.787,13.512,6.119,5.906,21.735,4.869,18.469,2.543,4.504,19.941,12.232,5.217,3.079,13.982,15.641,5.687,8.255,4.477,19.365,2.667,0.0,4.802,5.964,18.667,5.298,3.08,2.261,8.28,14.709,9.88,5.075,7.172,25.929,14.811,13.233
2013-04-25,9.481,12.83,3.416,5.816,2.297,7.706,23.669,7.819,14.805,22.199,2.811,7.275,6.968,8.353,0.664,4.884,10.983,5.782,6.472,21.431,5.242,18.003,2.524,4.151,12.32,7.674,5.007,3.561,6.432,18.115,0.964,6.252,8.675,12.217,2.874,0.0,6.355,6.671,15.817,4.731,3.034,2.442,7.395,19.178,8.858,3.043,8.3,28.289,23.892,18.898
2013-04-26,9.984,12.505,1.897,7.092,2.502,7.37,17.682,9.966,15.051,12.794,1.35,5.953,4.949,8.599,1.457,5.364,10.864,6.373,4.079,23.342,5.737,21.197,2.582,4.511,10.619,9.623,5.014,3.93,5.595,25.438,1.001,8.317,5.634,12.197,2.619,0.843,6.456,11.587,18.076,6.766,3.13,2.357,10.82,16.423,12.869,3.22,4.485,31.014,40.689,20.083
2013-04-27,9.625,13.843,1.764,5.935,3.234,8.874,27.447,7.238,14.241,21.095,1.199,6.462,5.163,12.727,0.678,7.123,15.949,6.171,4.723,23.45,5.592,21.278,5.191,4.453,11.217,7.635,5.817,3.438,9.107,16.282,0.977,7.334,6.882,17.756,3.31,0.0,6.654,10.42,17.736,5.978,4.538,2.39,12.407,16.838,7.319,5.005,14.348,31.398,22.925,12.572
