0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,45.5,46,46.5,47,47.5
2996.31,2942.02,2878.86,2788.29,2703.77,2611.09,2498.05,2399.49,2295.73,2194.43,2095.72,2011.3,1921.19,1814.26,1713.39,1622.35,1536.78,1451.73,1364.88,1250.78,1143.84,1043.52,952.39,874.04,794.96,718.82,648.25,589.28,508.35,457.11,408.98,375.78,332.08,313.19,290.62,276.68,259.78,261.03,262.6,267.63,275.19,293.1,302.08,322.65,346.46,384.53,411.53,439.15,468.76,497.86,521.84,564.62,606.38,642.2,685.34,707.27,704.07,789.2,887.49,963.68,1065.56,1184.01,1284.23,1388.95,1539.31,1670.9,1805.74,1894.67,2033.76,2178.24,2361.54,2545.4,2735.66,2916.87,3075.01,3173.92,3250.85,3285.54,3314.44,3368.09,3425.97,3459.65,3493.14,3527.35,3565.71,3638.46,3676.47,3681.71,3648.83,3618.46,3573.02,3493.82,3447.17,3351.58,3261.57,3171.7
0.299631,0.294202,0.287886,0.278829,0.270377,0.261109,0.249805,0.239949,0.229573,0.219443,0.209572,0.20113,0.192119,0.181426,0.171339,0.162235,0.153678,0.145173,0.136488,0.125078,0.114384,0.104352,0.095239,0.087404,0.079496,0.071882,0.064825,0.058928,0.050835,0.045711,0.040898,0.037578,0.033208,0.031319,0.029062,0.027668,0.025978,0.026103,0.02626,0.026763,0.027519,0.02931,0.030208,0.032265,0.034646,0.038453,0.041153,0.043915,0.046876,0.049786,0.052184,0.056462,0.060638,0.06422,0.068534,0.070727,0.070407,0.07892,0.088749,0.096368,0.106556,0.118401,0.128423,0.138895,0.153931,0.16709,0.180574,0.189467,0.203376,0.217824,0.236154,0.25454,0.273566,0.291687,0.307501,0.317392,0.325085,0.328554,0.331444,0.336809,0.342597,0.345965,0.349314,0.352735,0.356571,0.363846,0.367647,0.368171,0.364883,0.361846,0.357302,0.349382,0.344717,0.335158,0.326157,0.31717
