DateTime,Meter 01,Meter 02,Meter 03,Meter 04,Meter 05,Meter 06,Meter 07,Meter 08,Meter 09,Meter 010
30:00.0,0.103,0.3,0.161,0.196,0,0.31,0.231,0.413,0.265,0.636
00:00.0,0.173,0.26,0.51,0.353,0,0.319,0.126,0.432,0.129,0.379
30:00.0,0.145,0.249,0.092,0.139,0.052,0.268,0.098,0.339,0.036,0.387
00:00.0,0.366,0.217,0.25,0.125,0.052,0.343,0.655,0.335,0.095,0.564
30:00.0,0.187,0.254,0.073,0.145,0.048,0.216,0.191,0.286,0.033,0.147
00:00.0,0.194,0.231,0.096,0.263,0.001,0.191,1.143,0.501,0.106,0.174
30:00.0,0.19,0.278,0.061,0.127,0,0.208,1.617,0.596,0.036,0.228
00:00.0,0.192,0.716,0.076,0.512,0,0.167,0.694,1.035,0.042,0.334
30:00.0,0.313,0.577,0.089,1.402,0.04,0.151,0.192,0.686,0.271,0.188
00:00.0,0.125,0.445,1.054,0.175,0.052,0.08,0.101,1.0829999,0.189,0.219
30:00.0,0.139,0.222,0.352,0.208,0.05,0.099,0.2,0.307,0.136,0.28
00:00.0,0.127,0.218,0.148,0.516,0.016,0.109,0.197,0.452,0.131,0.336
30:00.0,0.144,0.124,0.166,0.109,0,0.157,0.114,0.33,0.06,0.259
00:00.0,0.122,0.141,0.145,0.085,0,0.123,0.145,0.374,0.101,0.238
30:00.0,0.149,0.129,0.092,0.21,0.021,0.166,0.137,0.413,0.197,0.273
00:00.0,0.119,0.125,0.084,0.11,0.054,0.185,0.104,0.352,0.107,0.304
30:00.0,0.151,0.146,0.074,0.203,0.051,0.149,0.124,0.415,0.169,0.812
00:00.0,0.113,0.156,0.213,0.194,0.006,0.132,0.135,0.396,0.108,4.2280002
30:00.0,0.154,0.138,0.054,0.318,0,0.632,0.093,0.437,0.178,1.4960001
00:00.0,0.151,0.084,0.089,0.194,0,1.0829999,0.11,0.427,0.156,0.757
30:00.0,0.228,0.106,0.069,0.231,0.042,0.43,0.19,0.436,0.163,0.838
00:00.0,0.112,0.155,0.086,0.222,0.053,0.655,0.153,0.422,0.397,0.68
30:00.0,0.185,0.254,0.1,0.206,0.049,0.596,0.224,0.403,0.39,2.224
00:00.0,0.897,0.313,0.125,0.239,0.007,0.486,1.022,0.409,0.448,1.1569999
30:00.0,0.332,0.285,0.084,0.24,0,0.362,0.852,0.377,0.278,2.5409999
00:00.0,0.775,0.287,0.056,0.315,0,0.456,0.421,0.393,0.217,0.472
30:00.0,0.716,0.158,0.043,0.249,0.039,0.331,0.355,0.363,0.272,0.449
00:00.0,0.614,0.139,0.084,0.259,0.053,0.393,0.317,0.337,0.245,0.525
30:00.0,0.219,0.185,0.09,0.305,0.047,0.599,0.287,0.353,0.242,0.591
00:00.0,0.178,0.152,0.313,0.165,0.001,0.287,0.352,0.478,0.218,0.627
30:00.0,0.193,0.204,0.206,0.158,0,0.246,0.314,0.368,0.227,0.397
00:00.0,0.166,0.139,0.035,0.083,0,0.13,0.172,0.331,0.106,1.1569999
30:00.0,0.162,0.135,0.051,0.079,0.052,0.083,0.098,0.254,0.057,0.301
00:00.0,0.165,0.077,0.062,0.032,0.052,0.113,0.122,0.215,0.056,0.249
30:00.0,0.154,2.0769999,0.085,0.09,0.047,0.06,0.053,0.24,0.056,0.177
00:00.0,0.173,2.194,0.087,0.03,0,0.097,0.054,0.279,0.055,0.203
30:00.0,0.114,1.7970001,0.108,0.075,0,0.09,0.097,0.299,0.056,0.228
00:00.0,0.128,0.929,0.035,0.131,0,0.07,0.07,0.257,0.056,0.197
30:00.0,0.082,1.266,0.059,0.047,0.051,0.109,0.054,0.228,0.057,0.188
00:00.0,0.133,0.888,0.072,0.104,0.052,0.062,0.083,0.219,0.056,0.164
30:00.0,0.074,0.888,0.073,0.073,0.05,0.106,0.082,0.271,0.056,0.226
00:00.0,0.133,1.1390001,0.099,0.03,0.012,0.074,0.054,0.282,0.019,0.2
30:00.0,0.072,0.315,0.09,0.073,0,0.083,0.076,0.285,0.017,0.164
00:00.0,0.131,1.309,0.054,0.071,0,0.092,0.178,0.211,0.018,0.218
30:00.0,0.079,1.1160001,0.039,0.053,0.028,0.062,0.31,0.233,0.017,0.267
00:00.0,0.125,1.074,0.089,0.082,0.053,0.408,0.226,0.312,0.05,0.32
30:00.0,0.086,1.02,0.068,0.063,0.05,0.152,0.091,0.495,0.063,1.821
00:00.0,0.114,0.783,0.184,0.34,0.026,0.173,0.05,0.404,0.059,0.704
30:00.0,0.097,0.191,0.245,0.196,0,0.267,0.051,0.41,0.057,0.246
00:00.0,0.155,0.263,0.606,0.036,0,0.378,0.116,0.392,0.058,0.204
30:00.0,0.235,0.219,0.555,0.114,0.012,0.185,0.641,0.424,0.25,0.173
00:00.0,0.196,0.275,0.119,0.051,0.055,0.22,0.168,0.44,0.134,0.177
30:00.0,0.191,0.247,0.579,0.085,0.05,0.106,1.112,0.438,0.087,0.246
00:00.0,0.083,0.296,0.388,0.134,0.033,0.167,0.549,0.383,0.141,0.454
30:00.0,0.119,0.38,0.165,0.375,0,0.132,1.021,0.556,0.074,0.404
00:00.0,0.095,0.179,0.626,0.703,0,0.249,0.191,0.484,0.067,0.29
30:00.0,0.105,0.214,0.297,0.911,0.007,0.164,0.123,0.48,0.055,0.342
00:00.0,0.108,0.235,0.163,0.226,0.054,0.147,0.085,0.403,0.061,0.331
30:00.0,0.09,0.216,0.281,0.233,0.051,0.19,0.085,0.403,0.056,0.293
00:00.0,0.122,0.212,0.165,0.172,0.041,0.146,0.124,0.393,0.058,0.661
30:00.0,0.076,0.129,0.133,0.182,0,0.18,0.089,0.395,0.057,1.0369999
00:00.0,0.164,0.139,0.147,0.245,0,0.289,0.111,0.369,0.064,1.459
30:00.0,0.167,0.139,0.075,0.183,0,0.134,0.208,0.323,0.288,1.827
00:00.0,0.135,0.12,0.085,0.177,0.053,0.142,0.125,0.343,0.075,4.369
30:00.0,0.077,0.145,0.102,0.242,0.051,0.136,0.112,0.34,0.057,2.2739999
00:00.0,0.26,0.125,0.117,0.263,0.049,0.117,0.178,0.444,0.057,1.16
30:00.0,0.13,0.165,0.057,0.412,0.01,0.245,0.197,0.613,0.057,1.39
00:00.0,0.406,0.244,0.05,0.235,0,0.175,0.187,0.458,0.057,1.4450001
30:00.0,0.109,0.195,1.021,0.254,0,0.19,0.345,0.374,0.163,1.326
00:00.0,0.177,0.233,0.912,0.244,0.03,0.218,0.546,0.374,0.468,1.5420001
30:00.0,0.263,0.236,0.202,0.192,0.053,0.88,0.447,0.424,0.302,2.5880001
00:00.0,0.315,0.233,0.198,0.247,0.05,0.704,0.257,0.444,0.302,0.973
30:00.0,0.216,0.291,0.207,0.224,0.009,0.217,0.973,0.43,0.608,1.658
00:00.0,0.822,0.191,0.17,0.193,0,0.277,0.703,0.405,0.504,0.524
30:00.0,0.322,0.145,0.458,0.247,0,0.614,0.303,0.378,0.534,0.455
00:00.0,0.213,0.148,0.261,0.182,0.036,0.504,0.331,0.391,0.398,0.613
30:00.0,0.296,0.121,0.271,0.313,0.052,0.226,0.281,0.432,0.22,2.1440001
00:00.0,0.226,0.19,0.162,0.19,0.049,0.19,0.249,0.449,0.274,1.059
30:00.0,0.269,0.169,0.112,0.143,0.012,0.131,0.27,0.442,0.332,0.7
00:00.0,0.19,0.175,0.101,0.092,0,0.063,0.319,0.261,0.205,0.708
30:00.0,0.239,0.181,0.121,0.091,0,0.077,0.191,0.261,0.171,0.47
00:00.0,0.2,0.122,0.1,0.041,0.035,0.057,0.088,0.277,0.142,0.189
00:00.0,0.2,0.122,0.1,0.041,0.035,0.057,0.088,0.277,0.142,0.189
30:00.0,0.229,2.1300001,0.109,0.042,0.053,0.079,0.137,0.319,0.058,0.217
00:00.0,0.192,2.1630001,0.066,0.094,0.05,0.06,0.068,0.315,0.057,0.23
30:00.0,0.217,2.2030001,0.087,0.038,0.016,0.071,0.054,0.248,0.057,0.19
00:00.0,0.18,1.0420001,0.066,0.05,0,0.06,0.086,0.254,0.057,0.181
30:00.0,0.139,0.975,0.087,0.087,0,0.074,0.078,0.259,0.057,0.172
00:00.0,0.097,1.2410001,0.057,0.039,0.028,0.061,0.055,0.29,0.057,0.231
30:00.0,0.12,0.915,0.08,0.048,0.054,0.07,0.072,0.321,0.057,0.263
00:00.0,0.097,0.694,0.084,0.094,0.051,0.06,0.091,0.297,0.056,0.183
30:00.0,0.118,0.171,0.039,0.058,0.011,0.06,0.054,0.247,0.057,0.17
00:00.0,0.095,0.535,0.081,0.046,0,0.271,0.055,0.259,0.145,0.177
30:00.0,0.119,0.448,0.081,0.092,0,0.529,0.1,0.239,0.056,0.278
00:00.0,0.089,0.372,0.079,0.062,0.032,0.16,0.061,0.368,0.056,0.337
30:00.0,0.124,0.445,0.264,0.05,0.053,0.193,0.054,0.473,0.276,0.475
00:00.0,0.085,0.658,1.171,0.136,0.05,0.194,0.087,0.466,0.15,1.482
30:00.0,0.128,0.281,0.206,0.091,0.008,0.211,0.073,0.545,0.111,1.067
00:00.0,0.077,0.253,0.109,0.106,0,0.123,0.105,0.339,0.025,0.445
30:00.0,0.133,0.242,0.601,0.216,0,0.129,0.122,0.868,0.017,0.218
00:00.0,0.087,0.228,0.43,0.066,0.036,0.108,0.124,0.344,0.037,0.154
30:00.0,0.176,0.237,0.106,0.159,0.053,0.116,0.239,0.936,0.181,0.294
00:00.0,0.073,0.284,0.183,0.181,0.05,0.129,0.165,0.248,0.108,1.084
30:00.0,0.264,0.249,0.101,0.065,0.006,0.082,0.199,0.244,0.064,0.43
00:00.0,0.505,0.202,0.124,0.125,0,0.117,0.094,0.247,0.057,2.9059999
30:00.0,0.798,0.798,0.451,0.07,0,0.179,0.108,0.309,0.057,1.344
00:00.0,0.724,0.517,0.616,0.518,0.037,0.28,0.112,0.299,0.057,2.799
30:00.0,0.662,0.24,0.154,0.166,0.054,0.125,0.077,0.301,0.124,1.072
00:00.0,0.389,0.193,0.21,0.118,0.034,0.141,0.107,0.244,0.057,0.662
30:00.0,0.079,0.165,0.16,0.162,0,0.08,0.124,0.25,0.129,0.341
00:00.0,0.178,0.082,0.138,0.155,0,0.093,0.082,0.251,0.201,0.327
30:00.0,0.148,0.118,0.15,0.222,0.015,0.077,0.079,0.296,0.098,0.472
00:00.0,0.233,0.078,0.12,0.195,0.054,0.121,0.552,0.317,0.208,1.591
30:00.0,0.328,0.152,0.25,0.159,0.05,0.117,0.199,0.309,0.163,1.707
00:00.0,0.428,0.269,0.162,0.174,0.038,0.133,0.141,0.454,0.538,1.224
30:00.0,0.592,0.229,0.374,0.402,0,0.146,0.172,0.347,0.38,1.17
00:00.0,0.688,0.221,0.246,0.21,0,0.112,0.137,0.361,0.121,0.626
30:00.0,0.893,0.215,0.251,0.209,0.002,0.263,0.08,0.411,0.428,1.701
00:00.0,1.4529999,0.199,0.48,0.24,0.055,0.206,0.086,0.447,0.157,3.391
30:00.0,0.909,0.258,0.914,0.192,0.05,0.338,0.123,0.647,0.31,0.792
00:00.0,0.504,0.2,0.262,0.237,0.044,0.2,0.528,0.35,0.465,0.979
30:00.0,0.637,0.18,0.258,0.285,0,0.216,0.685,0.336,0.334,1.5089999
00:00.0,0.686,0.185,0.244,0.194,0,0.204,0.395,0.332,0.365,1.673
30:00.0,0.581,0.222,0.452,0.234,0,0.225,0.185,0.36,0.749,1.075
00:00.0,0.585,0.163,0.259,0.308,0.052,0.302,0.178,0.384,0.43,1.414
30:00.0,0.562,0.124,0.366,0.24,0.051,0.242,0.222,0.383,0.222,1.09
00:00.0,0.536,0.175,0.256,0.198,0.05,0.242,0.26,0.238,0.357,0.818
30:00.0,0.429,0.187,0.221,0.198,0.002,0.264,0.081,0.219,0.106,2.7850001
00:00.0,0.426,0.147,0.105,0.097,0,0.207,0.057,0.228,0.058,0.635
30:00.0,0.386,0.138,0.087,0.032,0,0.235,0.095,0.27,0.059,0.796
00:00.0,0.39,0.082,0.031,0.089,0.042,0.127,0.091,0.282,0.059,0.497
30:00.0,0.348,2.1470001,0.052,0.057,0.053,0.099,0.054,0.286,0.057,0.445
00:00.0,0.372,2.234,0.032,0.038,0.042,0.054,0.055,0.212,0.058,0.378
30:00.0,0.341,1.023,0.071,0.075,0,0.078,0.097,0.229,0.058,0.466
00:00.0,0.37,0.96,0.094,0.061,0,0.078,0.085,0.221,0.058,0.451
30:00.0,0.285,1.3049999,0.102,0.04,0.002,0.077,0.054,0.269,0.057,0.507
00:00.0,0.272,0.928,0.122,0.068,0.055,0.069,0.055,0.289,0.057,0.452
30:00.0,0.268,1.027,0.089,0.069,0.052,0.058,0.096,0.26,0.057,0.478
00:00.0,0.251,1.15,0.072,0.038,0.042,0.079,0.082,0.223,0.057,0.506
30:00.0,0.287,0.555,0.081,0.09,0,0.051,0.051,0.228,0.057,0.511
00:00.0,0.232,0.336,0.049,0.065,0,0.064,0.052,0.213,0.057,0.476
30:00.0,0.286,0.704,0.052,0.049,0,0.061,0.093,0.28,0.056,0.575
00:00.0,0.249,0.165,0.048,0.078,0.049,0.139,0.083,0.335,0.057,0.548
30:00.0,0.269,0.136,0.076,0.082,0.052,0.299,0.052,0.54,0.3,0.485
00:00.0,0.329,1.285,0.576,0.038,0.046,0.076,0.052,0.403,0.161,0.424
30:00.0,0.298,0.357,0.161,0.131,0.001,0.074,0.091,0.42,0.181,0.349
00:00.0,0.286,0.226,0.568,0.197,0,0.096,0.083,0.306,0.132,0.367
30:00.0,0.247,0.286,0.443,0.095,0,0.075,0.062,0.341,0.089,0.428
00:00.0,0.321,0.253,0.274,0.179,0.042,0.096,0.335,0.399,0.255,1.245
30:00.0,0.329,0.113,0.181,0.21,0.052,0.273,0.179,0.321,0.504,2.059
00:00.0,0.418,0.12,0.133,0.156,0.048,0.874,0.13,0.318,0.499,2.3329999
30:00.0,0.37,0.068,0.098,0.254,0.001,0.846,0.105,0.33,0.566,1.45
00:00.0,0.38,0.085,0.106,0.129,0,1.684,0.102,0.363,0.512,2.0669999
30:00.0,0.771,0.245,0.125,0.608,0,1.943,0.125,0.332,0.495,2.1329999
00:00.0,0.557,0.684,0.261,1.296,0.037,1.807,0.117,0.309,0.498,3.2620001
30:00.0,0.413,0.695,0.207,0.258,0.052,1.462,0.099,0.237,0.353,0.784
00:00.0,0.374,0.231,0.082,0.2,0.049,0.751,0.107,0.248,0.126,3.263
30:00.0,0.415,0.239,0.145,0.152,0.006,0.277,0.742,0.232,0.106,1.418
00:00.0,0.657,0.123,0.108,0.124,0,0.251,0.41,0.281,0.106,1.124
30:00.0,0.36,0.161,0.124,0.282,0,0.241,0.956,0.49,0.132,1.2589999
00:00.0,0.344,0.117,0.26,0.198,0.03,0.247,1.23,0.338,0.177,2.7909999
30:00.0,0.434,0.139,0.119,0.192,0.053,0.16,0.726,0.3,0.114,1.697
00:00.0,0.589,0.124,0.143,0.239,0.049,0.163,0.232,0.344,0.684,0.849
30:00.0,0.641,0.154,0.181,0.396,0.011,0.295,0.173,0.338,0.365,1.0140001
00:00.0,0.877,0.092,0.315,0.213,0,0.407,0.527,0.587,0.376,3.0179999
30:00.0,0.79,0.117,1.775,0.223,0,0.273,1.771,0.564,0.496,3.892
00:00.0,1.285,0.075,0.306,0.297,0.026,0.271,1.127,0.425,0.247,2.069
30:00.0,2.1600001,0.134,0.244,0.245,0.054,0.297,0.462,0.538,0.247,1.319
00:00.0,0.829,0.174,0.245,0.24,0.048,0.43,0.423,0.428,0.286,0.62
30:00.0,0.72,0.174,0.199,0.222,0.013,0.456,0.264,0.38,0.227,0.647
00:00.0,0.701,0.189,0.466,0.178,0,0.419,0.211,0.384,0.369,1.0039999
30:00.0,0.873,0.105,0.502,0.203,0,0.498,0.175,0.389,0.324,0.868
00:00.0,0.903,0.118,0.221,0.276,0.029,0.326,0.165,0.552,0.32,0.967
30:00.0,0.813,0.078,0.366,0.285,0.052,0.326,0.247,0.383,0.205,1.522
00:00.0,0.548,0.114,0.245,0.142,0.041,0.462,0.254,0.328,0.206,0.914
30:00.0,0.402,0.13,0.211,0.201,0,0.261,0.172,0.29,0.33,0.78
00:00.0,0.446,0.127,0.105,0.067,0,0.145,0.092,0.307,0.135,0.53
30:00.0,0.39,0.163,0.119,0.05,0.008,0.056,0.099,0.275,0.115,0.319
00:00.0,0.431,0.124,0.051,0.084,0.054,0.064,0.07,0.264,0.097,0.296
30:00.0,0.401,2.2049999,0.045,0.034,0.051,0.065,0.054,0.209,0.057,0.25
00:00.0,0.294,2.289,0.039,0.057,0.038,0.054,0.082,0.214,0.056,0.152
30:00.0,0.359,1.375,0.044,0.073,0,0.073,0.097,0.213,0.057,0.169
00:00.0,0.305,0.99,0.09,0.07,0,0.053,0.057,0.266,0.056,0.206
30:00.0,0.353,1.245,0.094,0.078,0,0.073,0.055,0.277,0.057,0.215
00:00.0,0.323,1.122,0.121,0.099,0.055,0.085,0.094,0.255,0.056,0.168
30:00.0,0.336,0.928,0.1,0.108,0.05,0.072,0.088,0.212,0.057,0.156
00:00.0,0.447,1.095,0.073,0.081,0.029,0.057,0.055,0.22,0.057,0.161
30:00.0,0.411,0.282,0.08,0.03,0,0.067,0.078,0.203,0.056,0.207
00:00.0,0.451,0.537,0.066,0.095,0,0.053,0.179,0.272,0.056,0.184
30:00.0,0.404,0.255,0.052,0.072,0.015,0.157,0.384,0.272,0.056,0.247
00:00.0,0.443,0.418,0.036,0.046,0.054,0.411,0.108,0.433,0.055,0.25
30:00.0,0.413,0.184,0.087,0.07,0.051,0.496,0.053,0.37,0.056,0.282
00:00.0,0.419,1.4579999,0.07,0.09,0.011,0.306,0.139,0.432,0.201,2.549
30:00.0,0.488,0.243,0.261,0.462,0,0.173,0.213,0.339,0.182,0.363
00:00.0,0.53,0.202,0.345,0.213,0,0.219,0.113,0.34,0.065,0.141
30:00.0,0.704,0.276,0.407,0.458,0.034,0.114,0.101,0.333,0.084,0.27
00:00.0,0.501,0.229,0.192,0.572,0.053,0.067,0.138,0.347,0.193,0.327
30:00.0,0.475,0.133,0.3,0.588,0.049,0.097,0.124,0.253,0.123,0.422
00:00.0,0.277,0.124,0.542,0.329,0.011,0.236,0.092,0.253,0.056,0.202
30:00.0,0.263,0.121,0.39,0.949,0,0.143,0.095,0.3,0.062,0.242
00:00.0,0.211,0.256,0.124,0.873,0,0.09,0.137,0.526,0.127,1.946
30:00.0,0.282,0.151,0.152,0.537,0.032,0.162,0.128,0.88,0.143,0.497
00:00.0,0.184,0.321,0.299,0.182,0.053,0.183,0.097,0.408,0.651,0.491
30:00.0,0.096,0.308,0.139,0.237,0.049,0.139,0.095,0.465,0.235,0.578
00:00.0,0.124,0.332,0.158,0.16,0.013,0.178,0.145,0.372,0.434,0.501
30:00.0,0.105,0.229,0.106,0.119,0,0.234,0.144,0.42,0.107,0.591
00:00.0,0.094,0.222,0.052,0.16,0,0.169,0.173,0.426,0.107,0.851
30:00.0,0.126,0.193,0.047,0.231,0.029,0.134,0.11,0.476,0.196,1.908
00:00.0,0.207,0.186,0.088,0.171,0.053,0.273,0.149,0.378,0.105,2.1700001
30:00.0,0.616,0.227,0.068,0.175,0.05,0.146,0.169,0.346,0.106,1.149
00:00.0,0.438,0.231,0.095,0.246,0.019,0.12,0.124,0.385,0.198,0.711
30:00.0,0.656,1.336,0.101,0.374,0,0.216,0.106,0.417,0.143,2.1300001
00:00.0,0.621,0.253,0.19,0.252,0,0.674,0.186,0.419,0.172,2.1340001
30:00.0,0.488,0.248,1.073,0.26,0.021,0.739,0.209,0.424,0.151,0.942
00:00.0,0.394,0.162,0.329,0.227,0.054,0.345,1.039,0.404,0.057,0.703
30:00.0,0.866,0.145,0.229,0.098,0.048,0.374,0.844,0.337,0.058,0.585
00:00.0,1.126,0.099,0.226,0.126,0.009,0.419,0.649,0.305,0.058,1.261
30:00.0,0.284,0.103,0.471,0.135,0,0.355,0.353,0.396,0.057,1.816
00:00.0,0.282,0.137,0.253,0.145,0,0.525,0.193,0.465,0.058,0.835
30:00.0,0.441,0.154,0.242,0.226,0.042,0.394,0.233,0.4,0.057,0.761
00:00.0,0.705,0.159,0.254,0.209,0.053,0.343,0.232,0.301,0.057,1.425
30:00.0,0.393,0.172,0.337,0.286,0.049,0.265,0.207,0.421,0.057,0.745
00:00.0,0.372,0.568,0.216,0.178,0.002,0.247,0.246,0.892,0.316,0.699
30:00.0,0.215,0.333,0.045,0.134,0,0.285,0.128,0.508,0.316,0.845
00:00.0,0.315,0.182,0.051,0.085,0,0.186,0.066,0.716,0.129,0.595
30:00.0,0.216,0.197,0.06,0.065,0.05,0.182,0.055,0.26,0.057,0.41
00:00.0,0.22,0.164,0.087,0.029,0.052,0.063,0.078,0.207,0.057,0.183
30:00.0,0.152,2.2290001,0.067,0.077,0.045,0.082,0.097,0.216,0.057,0.173
00:00.0,0.215,2.23,0.114,0.052,0,0.057,0.062,0.271,0.058,0.176
30:00.0,0.121,1.152,0.101,0.039,0,0.079,0.054,0.273,0.057,0.203
00:00.0,0.151,1.099,0.118,0.077,0,0.058,0.081,0.268,0.057,0.27
30:00.0,0.079,1.22,0.038,0.048,0.055,0.08,0.098,0.213,0.057,0.223
00:00.0,0.141,0.964,0.051,0.031,0.052,0.059,0.059,0.21,0.056,0.173
30:00.0,0.076,1.279,0.032,0.107,0.03,0.089,0.055,0.243,0.049,0.171
00:00.0,0.14,0.488,0.061,0.036,0,0.058,0.083,0.279,0.018,0.18
30:00.0,0.073,0.118,0.07,0.054,0,0.072,0.107,0.266,0.018,0.236
00:00.0,0.138,0.807,0.122,0.099,0.018,0.062,0.132,0.216,0.018,0.23
30:00.0,0.075,0.119,0.101,0.029,0.054,0.433,0.312,0.321,0.019,0.281
00:00.0,0.131,0.497,0.092,0.089,0.049,0.493,0.176,0.378,0.018,0.425
30:00.0,0.084,0.561,0.065,0.068,0.018,0.337,0.137,0.555,0.041,1.211
00:00.0,0.122,0.16,0.089,0.096,0,0.23,0.107,0.549,0.067,2.638
30:00.0,0.093,0.36,0.183,0.329,0,0.296,0.221,0.353,0.063,0.852
00:00.0,0.147,0.228,0.151,0.687,0.031,0.132,0.166,0.273,0.284,0.268
30:00.0,0.226,0.194,0.582,0.276,0.053,0.107,0.109,0.228,0.154,0.444
00:00.0,0.51,0.198,0.189,0.188,0.049,0.096,0.096,0.246,0.146,0.313
30:00.0,0.184,0.27,0.127,0.278,0.009,0.092,0.1,0.286,0.11,0.214
00:00.0,0.073,0.27,0.109,0.435,0,0.171,0.131,0.292,0.159,0.186
30:00.0,0.131,0.235,0.092,0.849,0,0.134,0.092,0.24,0.164,0.158
00:00.0,0.07,0.217,0.073,0.695,0.039,0.151,0.084,0.219,0.383,0.284
30:00.0,0.136,0.662,0.221,0.519,0.052,0.144,0.207,0.23,0.344,0.271
00:00.0,0.193,0.46,0.195,0.16,0.049,0.187,0.267,0.283,0.557,0.25
30:00.0,0.45,0.209,0.17,0.183,0.004,0.385,0.185,0.292,0.066,1.515
00:00.0,0.14,0.244,0.158,0.117,0,0.176,0.131,0.263,0.131,0.306
30:00.0,0.193,0.171,0.125,0.151,0.118,0.214,0.111,0.217,0.107,0.235
00:00.0,0.148,0.15,0.151,0.098,0.268,0.122,0.132,0.237,0.106,0.22
30:00.0,0.231,0.08,0.14,0.276,0.27,0.136,0.098,0.26,0.192,0.223
00:00.0,0.184,0.122,0.171,0.157,0.307,0.113,0.082,0.433,0.106,0.43
30:00.0,0.449,0.124,0.141,0.198,0.357,0.135,0.116,0.326,0.103,0.407
00:00.0,0.336,0.139,0.164,0.28,0.471,0.379,0.163,0.313,0.109,0.187
30:00.0,0.141,0.122,0.141,0.332,0.018,0.125,0.099,0.316,0.306,0.199
00:00.0,0.189,0.154,0.211,0.237,0.054,0.17,0.082,0.3,0.182,0.353
30:00.0,0.146,0.189,1.8660001,0.247,0.051,0.271,0.09,0.537,0.339,2.7509999
00:00.0,0.174,0.563,0.496,0.191,0.034,0.339,0.126,0.57,0.296,2.122
30:00.0,0.168,0.204,0.523,0.236,0,0.205,0.099,0.552,0.218,2.382
00:00.0,0.155,0.23,0.287,0.217,0,0.173,0.081,0.517,0.349,1.455
30:00.0,0.475,0.278,0.402,0.229,0.017,0.165,0.091,0.685,0.856,0.615
00:00.0,0.34,0.241,0.715,0.266,0.055,0.289,0.146,0.582,1.059,2.0009999
30:00.0,0.66,0.203,0.288,0.2,0.05,0.192,0.105,0.761,0.815,1.095
00:00.0,0.671,0.138,0.22,0.245,0.038,0.517,0.082,0.588,0.313,0.716
30:00.0,0.496,0.192,0.331,0.306,0,0.352,0.092,0.383,0.278,0.935
00:00.0,0.406,0.177,0.21,0.176,0,0.251,0.125,0.301,0.195,1.005
30:00.0,0.241,0.158,0.129,0.198,0.01,0.313,0.397,0.278,0.144,0.375
00:00.0,0.228,0.199,0.119,0.108,0.055,0.387,0.174,0.215,0.12,0.331
30:00.0,0.183,0.152,0.111,0.041,0.052,0.264,0.087,0.274,0.059,0.273
00:00.0,0.187,0.144,0.116,0.04,0.033,0.069,0.097,0.279,0.058,0.23
30:00.0,0.185,2.1159999,0.113,0.09,0,0.076,0.065,0.263,0.058,0.219
00:00.0,0.185,2.164,0.114,0.048,0,0.061,0.052,0.215,0.058,0.244
30:00.0,0.183,1.637,0.085,0.03,0.018,0.072,0.068,0.21,0.058,0.215
00:00.0,0.086,0.879,0.079,0.089,0.055,0.06,0.097,0.215,0.058,0.169
30:00.0,0.133,1.336,0.085,0.047,0.051,0.076,0.063,0.284,0.058,0.16
00:00.0,0.101,0.938,0.076,0.039,0.039,0.059,0.053,0.271,0.058,0.263
30:00.0,0.113,1.152,0.087,0.074,0,0.069,0.07,0.243,0.057,0.279
00:00.0,0.111,0.957,0.09,0.06,0,0.065,0.096,0.22,0.019,0.247
30:00.0,0.093,0.11,0.126,0.043,0.007,0.056,0.076,0.249,0.019,0.517
00:00.0,0.128,0.332,0.106,0.085,0.055,0.077,0.134,0.264,0.019,0.195
30:00.0,0.076,0.65,0.124,0.058,0.051,0.054,0.34,0.27,0.027,0.258
00:00.0,0.151,0.189,0.076,0.056,0.048,0.397,0.127,0.345,0.066,0.226
30:00.0,0.087,1.451,0.093,0.081,0,0.165,0.059,0.566,0.062,0.274
00:00.0,0.116,0.625,0.295,0.072,0,0.207,0.247,0.452,0.06,1.545
30:00.0,0.193,0.229,0.155,0.157,0,0.299,0.251,0.398,0.06,0.717
00:00.0,0.511,0.231,0.498,0.477,0.05,0.284,0.125,0.508,0.058,0.259
30:00.0,0.311,0.198,0.274,0.21,0.052,0.229,0.077,0.711,0.058,0.213
00:00.0,0.591,0.236,0.169,0.287,0.027,0.322,0.077,0.831,0.262,0.152
30:00.0,0.531,0.106,0.159,0.656,0,0.167,0.104,0.364,0.108,0.179
00:00.0,0.135,0.142,0.561,0.672,0,0.192,0.118,0.219,0.083,0.256
30:00.0,0.289,0.097,0.662,0.563,0.025,0.473,0.078,0.225,0.122,0.249
00:00.0,0.221,0.511,0.327,0.39,0.055,0.197,0.077,0.216,0.08,0.273
30:00.0,0.102,0.54,0.328,0.427,0.05,0.255,0.106,0.289,0.085,0.219
00:00.0,0.782,0.224,0.329,0.255,0.034,0.186,0.119,0.297,0.206,0.172
30:00.0,0.266,0.222,0.214,0.194,0,0.128,0.078,0.277,0.215,0.234
00:00.0,0.217,0.163,0.15,0.169,0,0.157,0.077,0.23,0.17,0.227
30:00.0,0.166,0.203,0.154,0.157,0.012,0.077,0.109,0.225,0.557,0.159
00:00.0,0.097,0.144,0.225,0.159,0.055,0.258,0.117,0.214,0.111,0.149
30:00.0,0.13,0.109,0.203,0.273,0.051,0.168,0.078,0.256,0.135,0.185
00:00.0,0.088,0.097,0.131,0.135,0.027,0.134,0.076,0.415,0.148,1.192
